"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender"
"5113",1334,"2018-10-01 17:33:37.4440","2018-10-01 17:55:51.5030",23,"Boston City Hall - 28 State St",42.35892,-71.057629,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,4108,"Subscriber",1989,2
"5137",689,"2018-10-01 17:36:22.1810","2018-10-01 17:47:51.7550",22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2994,"Subscriber",1996,1
"5169",1104,"2018-10-01 17:38:51.4640","2018-10-01 17:57:16.3550",144,"Rogers St & Land Blvd",42.3657579821484,-71.0769939422607,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,638,"Subscriber",1977,1
"5217",764,"2018-10-01 17:44:20.3670","2018-10-01 17:57:04.6550",80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.0911560058594,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3758,"Subscriber",1982,2
"5583",659,"2018-10-01 18:24:43.9040","2018-10-01 18:35:42.9480",60,"Charles Circle - Charles St at Cambridge St",42.3601849979646,-71.0708659768898,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3453,"Subscriber",1992,2
"5611",308,"2018-10-01 18:28:58.5710","2018-10-01 18:34:07.5110",16,"Back Bay T Stop - Dartmouth St at Stuart St",42.3480741231744,-71.0765701532364,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2318,"Subscriber",1987,1
"5911",353,"2018-10-01 19:17:40.3980","2018-10-01 19:23:34.1230",16,"Back Bay T Stop - Dartmouth St at Stuart St",42.3480741231744,-71.0765701532364,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3270,"Subscriber",1992,1
"6264",406,"2018-10-01 20:35:32.7760","2018-10-01 20:42:18.9230",50,"Boylston St at Berkeley St",42.3511419825475,-71.0732924938202,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2840,"Subscriber",1985,1
"6409",331,"2018-10-01 21:17:54.6350","2018-10-01 21:23:25.9770",39,"Washington St at Rutland St",42.338514601786,-71.0740408301353,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,3155,"Subscriber",1970,0
"6490",246,"2018-10-01 21:43:01.1710","2018-10-01 21:47:07.9520",21,"Prudential Center - Belvedere St",42.3465200399841,-71.0806577654512,57,"Columbus Ave at Massachusetts Ave",42.3405426155164,-71.0813884791423,2011,"Customer",1995,1
